"conno","clssc_nm","entrp_nm","cont","unmrg_yr","undrt_ntn_nm","undrt_entrp_itm_nm","sell_ntn_nm","sell_entrp_nm","sell_entrp_itm_nm","unmrg_amt_val","unmrg_prps_cont","spftr_cont","rmrk","opert_sctin_cd","data_crtin_dt","cntct_prces_stts_cd","cntct_prces_dt"
"617",국내-국내(In-In),에이원알폼,"<p>본 합병은 에이원알폼이 알폼스를 합병비율 1:0으로 흡수합병하며, 에이원알폼은 존속회사로 계속남고 알폼스는 소멸된다.</p><p>본 합병을 통하여 에이원알폼이 알폼스를 종속회사로 유지함에 따른 불필요한 자원 낭비를 줄이고, 인적, 물적 자원을 효율적으로 활용함으로써 경영효율성의 증대가 예상된다.</p>","2018","",건축자재,"",알폼스,알폼스,"",경영효율성 제고,"","",I,"20210119",S,"20231014"
"116",국내-국내(In-In),NHN,"<p>NHN이 국내 최대 e북 데이터베이스를 보유하고 있는 북토피아와 협력, 도서 컨텐츠 데이터 베이스를 학보하고 도서본문 검색 서비스 시작한다고 밝혔다. 이를 위해 NHN은 북토피아 발행 주식 5만4945주(액면가 5000원)을 현금으로 주당 1만8200원에 인수, 북토피아의 지분 9.5%를 확보하였다.<br></p>","2004","",인터넷 정보매개 서비스,"",북토피아,북토피아,"9.9",도서 컨텐츠 강화,"","",I,"20210119",S,"20231014"
"794",국내-국내(In-In),한컴위드,"<p>가. 회사의 경영에 미치는 영향</p><p>본 합병 완료시, 합병법인의 최대주주 및 특수관계인 지분은 30.52%(보통주 기준)이며, 최대주주 변경은 없음. 본 합병 이후 주식회사 한컴위드는 존속법인으로 계속 남아있게 되며, 주식회사 한컴지엠디는 해산할 예정이다.</p><p>합병법인인 주식회사 한컴위드는 본 합병을 통해 블록체인 및 스마트시티 통합솔루션 과 보안솔루션부문의 안정적인 성장을 도모하고, 모바일포렌식 사업과의 시너지를 통해 한층 강화된 기업 경쟁력을 바탕으로 매출 및 이익 증대를 달성할 계획임. 또한 본 합병을 통해 인적ㆍ물적 자원을 효율적으로 결합하여 경영효율성을 제고할 것이며, 본 합병이 궁극적으로 회사의 재무에 긍정적인 영향을 줄 것으로 기대하고 있다.</p><p><br></p><p>나. 회사의 영업에 미치는 영향</p><p>본 합병을 통해 한컴위드가 오랜기간 축적해 온 각종 네트워크 및 대외적 인지도를 활용하여 시장 확대가 기대되는 민간 모바일 포렌식 부문의 영업역량이 한층 증대될 수 있을 것으로 기대된다. 아울러 양사의 연구개발 역량의 통합으로 인한 기술력 시너지와 더욱 고도화된 SW를 기반으로 글로벌 시장 진출 및 제품 다각화를 통한 영업성과 역시 개선될 것으로 기대하고 있다.</p>","2019","","모바일 보안, 데이터 암호화, FIDO 생체인증","",한컴지엠디,한컴지엠디,"250",경영효율성 제고 및 시너지 효과 창출,"","",I,"20210119",S,"20231014"
"462",해외-해외(Out-Out),아나로그 디바이스,"<p>이번 인수합병은 현금 및 주식 거래 방식으로 진행되며, 리니어 테크놀로지 주주들은 주당 46달러의 현금과 인수 거래 종료 시 보유하고 있는 리니어 테크놀로지 보통주 1주당 아나로그디바이스의 보통주 0.2321주를 지급받는다. 이는 리니어 주식을 1주당 60달러로 평가한 것이며, 총 주식 가치는 약 148억 달러가 된다.</p><p>아나로그디바이스 측은 이번 인수합병은 반도체 업계에서 최고의 사업 및 기술 역량을 가진 두 기업이 결합하는 것이라 밝히면서 산업, 오토모티브, 통신 인프라 고객사들에게 최고 수준의 혁신과 지원을 제공할 것이라고 덧붙였다.</p>","2016",미국,반도체,미국,리니어 테크놀로지,리니어 테크놀로지,"148억달러",시장 경쟁력 강화,"","",I,"20210119",S,"20231014"
"695",국내-국내(In-In),스포츠웍스 ,"<p>1. 계약체결일 : 2019년 7월 29일</p><p>2. 총양수도금액 : 31,000,000,000원</p><p>3. 계약당사자</p><p>- 양도인 : 부태성, 이명숙, 부성진&nbsp;&nbsp;</p><p>- 양수인 : 주식회사 스포츠웍스</p>","2019","",방송프로그램 제작,"",부태성,부태성,"310",최대주주 변경을 수반하는 주식양수도 계약,"","",I,"20210119",S,"20231014"
"740",국내-국내(In-In),유진기업인수목적1호,"<p>합병법인이 피합병법인을 합병함에 있어서 합병비율의 기준이 되는 양 합병당사회사의 주당평가액은 합병법인과 피합병법인이 각각 2,142원(주당 액면가액 100원)과 8,241원(주당액면가액 500원)으로 평가되었으며, 이에 따라 합병 당사회사의 합병비율은 1:3.8473389로 평가<br></p>","2014","",기업인수,"",나노,나노,"360","기업상장을 통하여 재무적 안정성 제고, 국제신인도 강화, 기업경쟁력 강화, 자금조달능력을 증대하기 위함","","",I,"20210119",S,"20231014"
"734",국내-국내(In-In),디에이테크놀로지,<p>사업경쟁력 강화<br></p>,"2015","",기타 특수목적용 기계 제조,"",이수화학,이수화학,"85",사업경쟁력 강화,"","",I,"20210119",S,"20231014"
"896",국내-국내(In-In),신한생명,"<p><span style=""font-family: 굴림, Gulim; font-size: 14.6667px; background-color: rgb(255, 255, 255);"">본건 합병으로 인하여 존속법인인 신한생명의 지분 100%를 신한금융지주가 소유하며, 오렌지라이프는 해산할 예정임.</span>&nbsp;</p><p><span style=""font-family: 굴림, Gulim; font-size: 14.6667px; background-color: rgb(255, 255, 255);""><br></span></p><p><span style=""font-family: 굴림, Gulim; font-size: 14.6667px; background-color: rgb(255, 255, 255);"">본 합병을 통해 신한생명은 오렌지라이프를 통합 운영함으로써 RBC비율이 개선되고, 리스크 증대가 우려되는 경영환경에서 운영효율성을 도모하며, 통합전략 수립을 통해 시너지효과를 극대화시켜 개선된 수익성을 기반으로 회사의 재무건전성에 긍정적인 영향을 미칠 것으로 예상하고 있음.</span><span style=""font-family: 굴림, Gulim; font-size: 14.6667px; background-color: rgb(255, 255, 255);"">&nbsp;</span></p>","2020","",보험,"",오렌지라이프,오렌지라이프,"24000",변화하는 시장환경에 대비하여 경영안정화를 추구하고 주주와 고객의 이익 극대화,"","",I,"20211222",S,"20231014"
"376",국내-국내(In-In),누리플랜,<p>누리플랜은 현대그린푸드와 서울반도체 등이 보유한 현대LED 주식 전량을 인수하는 자산양수도 계약을 마무리했다. 인수규모는 80억원으로 보유현금 75억원과 자기주식 교부를 통해 이뤄졌다.&nbsp;<br></p>,"2018","",금속공작물 제조업,"",현대LED,현대LED,"80",도시경관업계의 선두주자,"","",I,"20210119",S,"20231014"
"281",국내-국내(In-In),잇츠스킨,"<p>합병법인인 (주)잇츠스킨은 한불화장품(주)와의 합병으로 화장품 제조업 및 판매업의 통합을 통한 사업경쟁력 강화, 재무안정성 확보, 시너지 창출이 예상됨.</p><p>본건 합병을 통하여 합병법인인 (주)잇츠스킨은 화장품 사업 부문에서 화장품 개발, 생산 및 최종 제품의 판매까지 일원화 된 체계를 갖출 것으로 예상되며, 본건 합병을 통한 경쟁력 강화, 경영의 효율성 제고를 실현하여 회사의 지속적인 성장을 위한 발판을 마련할 것으로 기대함.</p>","2017","",화장품,"",한불화장품,한불화장품,"1836",시너지 극대화를 통한 주주가치 제고,"","",I,"20210119",S,"20231014"
"815",국내-국내(In-In),넷마블,<p>넷마블은 스마트홈 구독경제 시장에서 힘을 주고 안정적인 수입을 원해 웅진코웨이를 인수한다고 밝혔다.</p><p>넷마블은 웅진코웨이를 주식 1151만 1446주(1조7400억원)에 인수하기로 결정했다.</p><p>(인수 후 지분 비율 25.08%)</p>,"2019","",온라인 게임,"",웅진코웨이,웅진코웨이,"1조 7,400",구독경제 사업 강화,"","",I,"20210119",S,"20231014"
"609",국내-국내(In-In),메디아나,"<p>메디아나는 메디게이트의 지분 100%를 보유하고 있고, 합병 완료 시 메디아나는 존속회사로 남게 되고 메디게이트는 합병 후 해산하게 된다. 메디아나는 본 합병을 하면서 신주를 발행하지 않으며, 본 합병 완료 후 메디아나의 최대주주 변경은 없음.</p><p>본 합병을 통해 경영 효율성을 제고하고 사업간 시너지를 강화하려고 한다</p>","2018","",의료기기,"",메디게이트,메디게이트,"",경영 효율성 제고 및 경쟁력 강화,"","",I,"20210119",S,"20231014"
"491",해외-해외(Out-Out),LALA GROUP,"<p><span style=""color: rgb(255, 255, 255);"">ㄴ</span></p>","2017",멕시코,유제품,브라질,VIGOR Alimento S.A,VIGOR Alimento S.A,"18억4000만달러","","","",I,"20210119",S,"20231014"
"314",국내-국내(In-In),케이씨피드,"<p>배합사료제조 사업의 핵심역량을 중심으로 액란의 제조, 유통(농업회사법인주식회사 케이씨프레쉬)의 수직적 통합을 할 경우 규모의 경제 효과로 수익성이 향상될 것이라 기대합니다. 액란의 제조, 유통은 원재료인 원란의 구입과 관련하여 산란계 배합사료가 큰 비중을 차지하는 배합사료제조업과 밀접한 관련이 있어 별개의 독립적 사업이 아니며, 영업 측면에서도 서로간의 의존도가 높습니다. 따라서 이번 합병을 통해 비용 효율화와 회사별 이익 상충문제 해소가 이루어져 영업력 제고효과가 클 것이라 예상합니다.<br></p>","2017","",배합 사료 제조업,"",케이씨프레쉬,케이씨프레쉬,"14","회사의 수익성을 높이고, 궁극적으로 기업의 가치를 향상시켜 주주 이익을 극대화","","",I,"20210119",S,"20231014"
"41",국내-해외(In-Out),DB손해보험,"<p style=""margin-left: 40px;"">동부화재는 PTI의 지분 37.32%를 취득했다. PTI는 베트남 국영기업인 베트남우정공사가 설립한 손해보험사다. 지난 2013년 기준 시장 점유율은 7.2%로 베트남 29개 손보사 중 5위다. 현지에서는 유일하게 전국에 영업과 보상 체계를 갖춘 보험사다.</p>","2015",한국,보험,베트남,PTI (Post & Telecommunication Insurance),PTI (Post & Telecommunication Insurance),"",현지보험 시장에 진출,"","",I,"20210119",S,"20231014"
"209",국내-국내(In-In),엠케이전자,<p>엠케이전자(주)가 100% 자회사인 티앤케이인베스트먼트 유한회사를 흡수합병하게 되는 본 합병은 신주발행의 실질적인 효과가 없다고 볼 수 있음. 주권 상장법인인 엠케이전자(주)의 소액주주 권익 보호 관점에서도 주식을 추가적으로 발행하지 않는 무증자방식에 의한 1:0의 합병방식으로 진행<br></p>,"2015","",전자부품,"",티엔케이인베스트먼트,티엔케이인베스트먼트,"","운영 효율화를 도모하고, 사업성장과 기업가치를 제고","","",I,"20210119",S,"20231014"
"80",국내-해외(In-Out),어피너티 에쿼티파트너스,"<p>에스엔아이 코퍼레이션은 서브원의 주식 120만2000주(지분60.1%)를 어피너티에 매각한다. 에스앤아이 코퍼레이션은 서브원 경영권 매각 후 잔여 지분 39.9%를 보유할 전망이다.</p><p>에스앤아이 코퍼레이션은 분할 계획 발표 이후 서브원에 대한 외부 자본 유치를 검토해 왔다. 에스앤아이 코퍼레이션은 다양한 사업 네트워크와 역량을 보유한 어피너티가 중국, 베트남 등으로 글로벌 사업을 확대 중인 서브원의 성장과 발전을 위한 파트너가 될 수 있다고 판단했다.</p><p>에스앤아이 코퍼레이션과 어피너티는 서브원 직원의 고용보장을 합의헀다. 이번 계약은 기업 결합 신고 및 승인 절차를 거쳐 마무리될 예정이다.</p>","2019",홍콩,사모펀드,한국,LG 서브원,LG 서브원,"6,020","",지분 60.1%,"",I,"20210119",S,"20231014"
"765",국내-국내(In-In),아이리버,"<p>합병법인이 피합병법인을 합병함에 있어서 합병비율의 기준이 되는 양 합병당사회사의 주당평가액은 합병법인과 피합병법인이 각각 5,318원(주당 액면가액 500원)과8,531원(주당액면가액 5,000원)으로 추정되었으며, 이에 따라 양 합병당사회사의 합병비율은 1 : 1.6041745으로 산정<br></p>","2017","",상품 전문 도매,"",에스엠모바일커뮤니케이션즈,에스엠모바일커뮤니케이션즈,"221",국내 외 경영환경 변화에 적극 대처하고 경영효율성 증대를 위해 컨텐츠를 활용한 디바이스 사업 강화,"","",I,"20210119",S,"20231014"
"563",해외-해외(Out-Out),인텔,"<p>인텔이 이스라엘 인공지능(AI) 반도체 스타트업 ‘하바나랩스'를 20억달러(2조3000억원)에 인수했다. 외신은 인수 목적을 AI 포트폴리오 확장 겸 데이터센터 AI 제품 강화로 분석했다.&nbsp;</p><p>인텔은 PC 시장 분위기가 침체되자 데이터센터 수요를 늘렸다. 2024년까지 AI 반도체 시장 규모가 급성장해 250억달러(29조2000억원)를 넘어설 것으로 예상했다.</p><p>인텔은 하바나랩스의 경영진을 현재대로 유지, 독립 사업 부문으로 운영할 예정이다.&nbsp; &nbsp;</p>","2019",미국,반도체,이스라엘,하바나랩스,하바나랩스,"20억달러",AI 강화,"","",I,"20210119",S,"20231014"
"315",국내-국내(In-In),씨에스윈드,"<p>합병법인인 씨에스윈드 주식회사는 피합병법인인 피앤씨글로벌 주식회사의 주식을 100% 소유하고 있으며, 합병 시 합병법인은 피합병법인의 주식에 대해 신주를 발행하지 않으므로 합병비율을 1 : 0으로 산출<br></p>","2017","",육상 금속 골조 구조재,"",피앤씨글로벌,피앤씨글로벌,"",사업통합을 통한 시너지 효과 극대화와 경쟁력 제고 및 경영의 효율성 증대,"","",I,"20210119",S,"20231014"
"268",국내-국내(In-In),오뚜기,"<p>합병법인인 (주)오뚜기는 피합병인인 오뚜기삼화식품(주) 발행주식의 100%를보유하고 있습니다. 또한 합병법인은 피합병법인을 합병비율 1 : 0으로흡수합병하며, 본 합병으로 인하여 합병법인이 발행할 신주는 없습니다. 본 합병 완료 시, 최대주주의 변경은 없으며, 합병법인인 (주)오뚜기는 존속회사로 계속 남아있게 됩니다.&nbsp;</p><p>본 합병을 통해 인적, 물적 자원을 효율적으로 결합하여 영업및 경영 효율성을 증대시킬 것으로 기대할 수 있습니다. 또한통합전략 수립/운용을 통해 시너지효과를 극대화시켜 회사의재무 및 영업에 긍정적인 영향을 미칠 것으로 예상합니다.</p>","2016","","면류, 마카로니 및 유사식품 제조","",오뚜기삼화식품,오뚜기삼화식품,"",경영 효율성 증대 및 경쟁력 강화,"","",I,"20210119",S,"20231014"
